,a.1.2,a.1.3,a.3.1,a.3.2,a.3.3,a.3.4,a.3.6,b.1.1,b.1.2,b.1.3,b.1.4,b.1.5,b.1.7,b.3.1,b.3.2,b.3.3,b.3.4,b.6.1,c.2.10,c.2.2,c.2.3,c.2.4,c.2.7,c.2.8,c.2.9,c.3.1,c.3.2,c.4.1,c.4.2,c.4.3,c.4.4,c.5.1,d.1.1,d.1.2,d.4.1,d.5.1,d.5.2,d.5.3,d.5.4,e.1.1,e.1.2,f.2.1,f.4.1,f.6.1,f.6.2,g.1.1,g.1.2,g.2.1,g.2.2,g.2.3,g.3.2,g.4.1,g.4.2,g.4.3,g.4.4,g.4.5,h.2.1,h.2.2,h.2.3,h.2.4,i.1.1,i.1.3,i.1.4,i.2.3,i.2.5,i.3.1,i.3.2,i.3.3,i.3.4,i.3.5,i.3.6,j.1.1,j.2.1,j.2.2,j.2.3,j.3.3,j.3.4,j.4.1,j.5.1,j.5.4,j.5.5,j.6.1,j.6.2,j.6.3,j.6.4,j.7.1,j.7.2
j.2.2,0.87811408,0.87811408,0.879111371,0.879111371,0.879111371,0.929745598,0.879111371,0,0,0,0.980580676,0,0,0.919021248,0,0,0,0,0.819271973,0.819271973,0.819271973,0.819271973,0.819271973,0.819271973,0.819271973,0.926451218,0.906675621,0.854909015,0.854909015,0.878472713,0.836237999,0.891022324,0.949297798,0.890772016,0.860820567,0.957233914,0.943321408,0.943321408,0.943321408,0.994309154,0.987012987,0.931897712,0.931897712,0.931897712,0.931897712,0,0.874872456,0.93925864,0.940136616,0.93925864,0.830783585,0,1,0,0.929051183,0,0.621243733,1,0.872707147,1,1,1,1,0.519411381,0,0,1,1,0,0,0.938737681,1,1,1,0.965876384,0,0,0,0,0,0,0,1,0.910389765,0.818723302,0,0
j.2.3,0.940732955,0.940732955,0.952383401,0.952383401,0.952383401,0.95769474,0.952383401,0,0,0,1,0,0,0.977618883,0,0,0,0,0.881830348,0.881830348,0.881830348,0.881830348,0.881830348,0.881830348,0.881830348,0.951247998,0.934049774,0.917869827,0.917869827,0.935376801,0.912647268,0.935376801,0.990919328,0.885916269,0.89045212,0.985776435,0.952090724,0.952090724,0.952090724,0.995893206,0.995101135,0.972806349,0.972806349,0.972806349,0.972806349,0,0.903118221,0.990999194,0.986058823,0.990999194,0.894402426,0,1,0,0.996720307,0,0.694733474,1,0.92565671,1,1,1,1,0.704469954,0,0,1,1,0,0,0.982546971,1,0.983530191,0.965876384,1,0,0,0,0,0,0,0,1,0.975,0.960130241,0,0
j.3.3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
j.3.4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
j.4.1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
j.5.1,0.947656421,0.947656421,0.947656421,0.947656421,0.947656421,0.947656421,0.947656421,0,0,0,0,0,0,0,0,0,0,0,0.95872092,0.95872092,0.95872092,0.95872092,0.95872092,0.95872092,0.95872092,0.95872092,0.95872092,0.95872092,0.95872092,0.95872092,0.95872092,0.95872092,0.947656421,0.95872092,0.962063933,0.95872092,0.95872092,0.95872092,0.95872092,0.979804059,0.979804059,1,1,1,1,0,0.789753974,0.919348802,0.919348802,0.919348802,0.947656421,0,0,0,1,1,0.955039181,1,0.975130412,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1
j.5.4,0.916157335,0.916157335,0.916157335,0.916157335,0.916157335,0.916157335,0.916157335,0,0,0,0,0,0,0,0,0,0,0,0.944200181,0.944200181,0.944200181,0.944200181,0.944200181,0.944200181,0.944200181,0.944200181,0.944200181,0.940859154,0.940859154,0.940859154,0.940859154,0.944200181,0.938846885,0.944200181,0.944200181,0.940859154,0.940859154,0.940859154,0.940859154,0.979804059,0.979804059,1,1,1,1,0,0.762492852,0.89612563,0.89612563,0.89612563,0.940859154,0,0,0,0,1,0.93124278,1,0.973080287,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0
j.5.5,0.946585212,0.946585212,0.947656421,0.947656421,0.947656421,0.947656421,0.947656421,0,0,0,0,0,0,0,0,0,0,0,0.95872092,0.95872092,0.95872092,0.95872092,0.95872092,0.95872092,0.95872092,0.95872092,0.95872092,0.95872092,0.95872092,0.95872092,0.95872092,0.95872092,0.947656421,0.95872092,0.95872092,0.95872092,0.95872092,0.95872092,0.95872092,0.979804059,0.979804059,1,1,1,1,0,0.78001053,0.905909938,0.905909938,0.905909938,0.946585212,0,0,0,0,1,0.738485494,1,0.976423096,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0
j.6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0
j.6.2,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0
j.6.3,0.93806103,0.93806103,0.960029698,0.960029698,0.960029698,0.953678867,0.960029698,0,0,0,1,0,0,0.991902701,0,0,1,0,0.913705625,0.913705625,0.913705625,0.913705625,0.913705625,0.913705625,0.913705625,0.961506719,0.975,0.934992397,0.934992397,0.948203959,0.940302121,0.95650567,0.97545545,0.861981561,0.895146736,0.966148953,0.938746363,0.938746363,0.938746363,0.995893206,0.995893206,0.994642135,0.994642135,0.994642135,0.994642135,0,0.949544954,0.911894627,0.914597562,0.911894627,0.926137946,0,0,0,0.970809186,0,0.785375,1,0.957722309,1,0.980580676,1,1,0.863474513,0,0,1,1,0,0,0.98287319,1,0.971859062,0.910389765,0.975,1,0,0,1,1,0,1,1,1,0.971083245,1,1
j.6.4,0.974049244,0.974049244,0.994134847,0.994134847,0.994134847,1,0.994134847,0,0,0,1,0,0,0.995195549,0,0,0,0,0.9351438,0.9351438,0.9351438,0.9351438,0.9351438,0.9351438,0.9351438,0.932739447,0,0.971323728,0.971323728,0.992914565,0.967503167,0.992914565,0.98174696,0.971323729,0.924917301,0.966044614,0.920390023,0.920390023,0.920390023,1,1,0.98174696,0.98174696,0.98174696,0.98174696,0,0.994134847,0.985513181,0.985513181,0.985513181,0.891543621,0,0,0,0.966976312,0,0.712051644,1,0.971323728,1,0,0,0,0.9351438,0,0,0,0,0,0,0.985513181,0,1,0.818723302,0.960130241,0,0,0,0,0,0,0,1,0.971083245,1,0,0
j.7.1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1
j.7.2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1
